Combination,Unique Rows,Unique Rows Excluding Columns,Score
"Race, parent2_edu, income_median, income_rank",17,23,1.588235294117647
"Race, parent1_edu, age_scan, income_median",58,14,0.6206896551724138
"Race, parent1_edu, age_scan, income_rank",59,13,0.6271186440677966
"Race, parent1_edu, income_median, income_rank",23,21,1.2608695652173914
"Race, age_scan, income_median, income_rank",38,18,0.8421052631578947
"parent2_edu, parent1_edu, age_scan, income_median",48,22,0.5833333333333334
"parent2_edu, parent1_edu, age_scan, income_rank",49,21,0.5918367346938775
"parent2_edu, parent1_edu, income_median, income_rank",25,20,1.2
"parent2_edu, age_scan, income_median, income_rank",40,13,0.925
"parent1_edu, age_scan, income_median, income_rank",48,12,0.7916666666666666
"male, Race, parent2_edu, parent1_edu, age_scan",51,0,0.9803921568627451
"male, Race, parent2_edu, parent1_edu, income_median",38,23,0.7105263157894737
"male, Race, parent2_edu, parent1_edu, income_rank",39,22,0.717948717948718
"male, Race, parent2_edu, age_scan, income_median",47,5,0.9574468085106383
"male, Race, parent2_edu, age_scan, income_rank",48,4,0.9583333333333334
"male, Race, parent2_edu, income_median, income_rank",25,13,1.48
"male, Race, parent1_edu, age_scan, income_median",58,8,0.7241379310344828
"male, Race, parent1_edu, age_scan, income_rank",59,7,0.7288135593220338
"male, Race, parent1_edu, income_median, income_rank",33,12,1.1515151515151516
"male, Race, age_scan, income_median, income_rank",44,8,0.9545454545454546
"male, parent2_edu, parent1_edu, age_scan, income_median",48,14,0.75
"male, parent2_edu, parent1_edu, age_scan, income_rank",49,13,0.7551020408163265
"male, parent2_edu, parent1_edu, income_median, income_rank",27,5,1.6666666666666667
"male, parent2_edu, age_scan, income_median, income_rank",45,6,0.9777777777777777
"male, parent1_edu, age_scan, income_median, income_rank",50,7,0.86
"Race, parent2_edu, parent1_edu, age_scan, income_median",50,9,0.82
"Race, parent2_edu, parent1_edu, age_scan, income_rank",51,8,0.8235294117647058
"Race, parent2_edu, parent1_edu, income_median, income_rank",33,1,1.4848484848484849
"Race, parent2_edu, age_scan, income_median, income_rank",46,1,1.065217391304348
"Race, parent1_edu, age_scan, income_median, income_rank",58,2,0.8275862068965517
"parent2_edu, parent1_edu, age_scan, income_median, income_rank",48,1,1.0208333333333333
"male, Race, parent2_edu, parent1_edu, age_scan, income_median",50,1,0.98
"male, Race, parent2_edu, parent1_edu, age_scan, income_rank",51,0,0.9803921568627451
"male, Race, parent2_edu, parent1_edu, income_median, income_rank",38,0,1.3157894736842106
"male, Race, parent2_edu, age_scan, income_median, income_rank",47,0,1.0638297872340425
"male, Race, parent1_edu, age_scan, income_median, income_rank",58,1,0.8448275862068966
"male, parent2_edu, parent1_edu, age_scan, income_median, income_rank",48,1,1.0208333333333333
"Race, parent2_edu, parent1_edu, age_scan, income_median, income_rank",50,0,1.0
"male, Race, parent2_edu, parent1_edu, age_scan, income_median, income_rank",50,0,1.0
